,team1,team1score,team1seed,team2,team2score,team2seed,result,year,round,wteam,lteam,wscore,lscore
0,Siena,81,16,Alcorn St.,77,16,0,2002,0,Siena,Alcorn St.,81,77
1,Mississippi St.,70,3,McNeese St.,58,14,0,2002,1,Mississippi St.,McNeese St.,70,58
2,Xavier,70,7,Hawaii,58,10,0,2002,1,Xavier,Hawaii,70,58
3,UCLA,80,8,Mississippi,58,9,0,2002,1,UCLA,Mississippi,80,58
4,Oregon,81,2,Montana,62,15,0,2002,1,Oregon,Montana,81,62
5,UNC Wilmington,93,13,USC,89,4,0,2002,1,UNC Wilmington,USC,93,89
6,N.C. State,69,7,Michigan St.,58,10,0,2002,1,North Carolina St.,Michigan St.,69,58
7,Wake Forest,83,7,Pepperdine,74,10,0,2002,1,Wake Forest,Pepperdine,83,74
8,Oklahoma,71,2,Illinois Chicago,63,15,0,2002,1,Oklahoma,Illinois-Chicago,71,63
9,Ohio St.,69,4,Davidson,64,13,0,2002,1,Ohio St.,Davidson,69,64
10,California,82,6,Penn,75,11,0,2002,1,California,Penn,82,75
11,Southern Illinois,76,11,Texas Tech,68,6,0,2002,1,Southern Illinois,Texas Tech,76,68
12,Kent St.,69,10,Oklahoma St.,61,7,0,2002,1,Kent St.,Oklahoma St.,69,61
13,Arizona,86,3,UC Santa Barbara,81,14,0,2002,1,Arizona,UC Santa Barbara,86,81
14,Georgia,85,3,Murray St.,68,14,0,2002,1,Georgia,Murray St.,85,68
15,Kentucky,83,4,Valparaiso,68,13,0,2002,1,Kentucky,Valparaiso,83,68
16,Maryland,85,1,Siena,70,16,0,2002,1,Maryland,Siena,85,70
17,Texas,70,6,Boston College,57,11,0,2002,1,Texas,Boston College,70,57
18,Alabama,86,2,Florida Atlantic,78,15,0,2002,1,Alabama,Florida Atlantic,86,78
19,Illinois,93,4,San Diego St.,64,13,0,2002,1,Illinois,San Diego St.,93,64
20,Duke,84,1,Winthrop,37,16,0,2002,1,Duke,Winthrop,84,37
21,Wyoming,73,11,Gonzaga,66,6,0,2002,1,Wyoming,Gonzaga,73,66
22,Missouri,93,12,Miami FL,80,5,0,2002,1,Missouri,Miami FL,93,80
23,Indiana,75,5,Utah,56,12,0,2002,1,Indiana,Utah,75,56
24,Creighton,83,12,Florida,82,5,0,2002,1,Creighton,Florida,83,82
25,Tulsa,71,12,Marquette,69,5,0,2002,1,Tulsa,Marquette,71,69
26,Kansas,70,1,Holy Cross,59,16,0,2002,1,Kansas,Holy Cross,70,59
27,Notre Dame,82,8,Charlotte,63,9,0,2002,1,Notre Dame,Charlotte,82,63
28,Connecticut,78,2,Hampton,67,15,0,2002,1,Connecticut,Hampton,78,67
29,Stanford,84,8,Western Kentucky,68,9,0,2002,1,Stanford,Western Kentucky,84,68
30,Cincinnati,90,1,Boston University,52,16,0,2002,1,Cincinnati,Boston University,90,52
31,Wisconsin,80,8,St. John's,70,9,0,2002,1,Wisconsin,St. John's,80,70
32,Pittsburgh,71,3,Central Connecticut,54,14,0,2002,1,Pittsburgh,Central Connecticut St.,71,54
33,Arizona,68,3,Wyoming,60,11,0,2002,2,Arizona,Wyoming,68,60
34,Kentucky,87,4,Tulsa,82,12,0,2002,2,Kentucky,Tulsa,87,82
35,Missouri,83,12,Ohio St.,67,4,0,2002,2,Missouri,Ohio St.,83,67
36,Connecticut,77,2,N.C. State,74,7,0,2002,2,Connecticut,North Carolina St.,77,74
37,Oregon,92,2,Wake Forest,87,7,0,2002,2,Oregon,Wake Forest,92,87
38,Illinois,72,4,Creighton,60,12,0,2002,2,Illinois,Creighton,72,60
39,Pittsburgh,63,3,California,50,6,0,2002,2,Pittsburgh,California,63,50
40,Maryland,87,1,Wisconsin,57,8,0,2002,2,Maryland,Wisconsin,87,57
41,Texas,68,6,Mississippi St.,64,3,0,2002,2,Texas,Mississippi St.,68,64
42,Southern Illinois,77,11,Georgia,75,3,0,2002,2,Southern Illinois,Georgia,77,75
43,Kent St.,71,10,Alabama,58,2,0,2002,2,Kent St.,Alabama,71,58
44,Duke,84,1,Notre Dame,77,8,0,2002,2,Duke,Notre Dame,84,77
45,Oklahoma,78,2,Xavier,65,7,0,2002,2,Oklahoma,Xavier,78,65
46,Indiana,76,5,UNC Wilmington,67,13,0,2002,2,Indiana,UNC Wilmington,76,67
47,Kansas,86,1,Stanford,63,8,0,2002,2,Kansas,Stanford,86,63
48,UCLA,105,8,Cincinnati,101,1,0,2002,2,UCLA,Cincinnati,105,101
49,Missouri,82,12,UCLA,73,8,0,2002,3,Missouri,UCLA,82,73
50,Oklahoma,88,2,Arizona,67,3,0,2002,3,Oklahoma,Arizona,88,67
51,Maryland,78,1,Kentucky,68,4,0,2002,3,Maryland,Kentucky,78,68
52,Oregon,72,2,Texas,70,6,0,2002,3,Oregon,Texas,72,70
53,Connecticut,71,2,Southern Illinois,59,11,0,2002,3,Connecticut,Southern Illinois,71,59
54,Indiana,74,5,Duke,73,1,0,2002,3,Indiana,Duke,74,73
55,Kansas,73,1,Illinois,69,4,0,2002,3,Kansas,Illinois,73,69
56,Kent St.,78,10,Pittsburgh,73,3,0,2002,3,Kent St.,Pittsburgh,78,73
57,Oklahoma,81,2,Missouri,75,12,0,2002,4,Oklahoma,Missouri,81,75
58,Maryland,90,1,Connecticut,82,2,0,2002,4,Maryland,Connecticut,90,82
59,Indiana,81,5,Kent St.,69,10,0,2002,4,Indiana,Kent St.,81,69
60,Kansas,104,1,Oregon,86,2,0,2002,4,Kansas,Oregon,104,86
61,Maryland,97,1,Kansas,88,1,0,2002,5,Maryland,Kansas,97,88
62,Indiana,73,5,Oklahoma,64,2,0,2002,5,Indiana,Oklahoma,73,64
63,Maryland,64,1,Indiana,52,5,0,2002,6,Maryland,Indiana,64,52
64,UNC Asheville,92,16,Texas Southern,84,16,0,2003,0,UNC Asheville,Texas Southern,92,84
65,Missouri,72,6,Southern Illinois,71,11,0,2003,1,Missouri,Southern Illinois,72,71
66,Purdue,80,9,LSU,56,8,0,2003,1,Purdue,LSU,80,56
67,Butler,47,12,Mississippi St.,46,5,0,2003,1,Butler,Mississippi St.,47,46
68,Utah,60,9,Oregon,58,8,0,2003,1,Utah,Oregon,60,58
69,Auburn,65,10,Saint Joseph's,63,7,0,2003,1,Auburn,Saint Joseph's,65,63
70,Wake Forest,76,2,East Tennessee St.,73,15,0,2003,1,Wake Forest,East Tennessee St.,76,73
71,Oklahoma,71,1,South Carolina St.,54,16,0,2003,1,Oklahoma,South Carolina St.,71,54
72,Central Michigan,79,11,Creighton,73,6,0,2003,1,Central Michigan,Creighton,79,73
73,California,76,8,N.C. State,74,9,0,2003,1,California,North Carolina St.,76,74
74,Oklahoma St.,77,6,Penn,63,11,0,2003,1,Oklahoma St.,Penn,77,63
75,Syracuse,77,3,Manhattan,63,14,0,2003,1,Syracuse,Manhattan,77,63
76,Arizona,80,1,Vermont,51,16,0,2003,1,Arizona,Vermont,80,51
77,Tulsa,84,13,Dayton,71,4,0,2003,1,Tulsa,Dayton,84,71
78,Arizona St.,84,10,Memphis,71,7,0,2003,1,Arizona St.,Memphis,84,71
79,Kentucky,95,1,IUPUI,64,16,0,2003,1,Kentucky,IUPUI,95,64
80,Maryland,75,6,UNC Wilmington,73,11,0,2003,1,Maryland,UNC Wilmington,75,73
81,Texas,82,1,UNC Asheville,61,16,0,2003,1,Texas,UNC Asheville,82,61
82,Louisville,86,4,Austin Peay,64,13,0,2003,1,Louisville,Austin Peay,86,64
83,Illinois,65,4,Western Kentucky,60,13,0,2003,1,Illinois,Western Kentucky,65,60
84,Duke,67,3,Colorado St.,57,14,0,2003,1,Duke,Colorado St.,67,57
85,Xavier,71,3,Troy St.,59,14,0,2003,1,Xavier,Troy,71,59
86,Indiana,67,7,Alabama,62,10,0,2003,1,Indiana,Alabama,67,62
87,Pittsburgh,67,2,Wagner,62,15,0,2003,1,Pittsburgh,Wagner,67,62
88,Florida,85,2,Sam Houston St.,55,15,0,2003,1,Florida,Sam Houston St.,85,55
89,Marquette,72,3,Holy Cross,68,14,0,2003,1,Marquette,Holy Cross,72,68
90,Michigan St.,79,7,Colorado,64,10,0,2003,1,Michigan St.,Colorado,79,64
91,Kansas,64,2,Utah St.,61,15,0,2003,1,Kansas,Utah St.,64,61
92,Notre Dame,70,5,Milwaukee,69,12,0,2003,1,Notre Dame,Milwaukee,70,69
93,Connecticut,58,5,BYU,53,12,0,2003,1,Connecticut,BYU,58,53
94,Stanford,77,4,San Diego,69,13,0,2003,1,Stanford,San Diego,77,69
95,Gonzaga,74,9,Cincinnati,69,8,0,2003,1,Gonzaga,Cincinnati,74,69
96,Wisconsin,81,5,Weber St.,74,12,0,2003,1,Wisconsin,Weber St.,81,74
97,Duke,86,3,Central Michigan,80,11,0,2003,2,Duke,Central Michigan,86,80
98,Marquette,101,3,Missouri,92,6,0,2003,2,Marquette,Missouri,101,92
99,Butler,79,12,Louisville,71,4,0,2003,2,Butler,Louisville,79,71
100,Kansas,108,2,Arizona St.,76,10,0,2003,2,Kansas,Arizona St.,108,76
101,Oklahoma,74,1,California,65,8,0,2003,2,Oklahoma,California,74,65
102,Auburn,68,10,Wake Forest,62,2,0,2003,2,Auburn,Wake Forest,68,62
103,Syracuse,68,3,Oklahoma St.,56,6,0,2003,2,Syracuse,Oklahoma St.,68,56
104,Arizona,96,1,Gonzaga,95,9,0,2003,2,Arizona,Gonzaga,96,95
105,Kentucky,74,1,Utah,54,9,0,2003,2,Kentucky,Utah,74,54
106,Maryland,77,6,Xavier,64,3,0,2003,2,Maryland,Xavier,77,64
107,Texas,77,1,Purdue,67,9,0,2003,2,Texas,Purdue,77,67
108,Pittsburgh,74,2,Indiana,52,7,0,2003,2,Pittsburgh,Indiana,74,52
109,Michigan St.,68,7,Florida,46,2,0,2003,2,Michigan St.,Florida,68,46
110,Notre Dame,68,5,Illinois,60,4,0,2003,2,Notre Dame,Illinois,68,60
111,Connecticut,84,5,Stanford,74,4,0,2003,2,Connecticut,Stanford,84,74
112,Wisconsin,61,5,Tulsa,60,13,0,2003,2,Wisconsin,Tulsa,61,60
113,Oklahoma,65,1,Butler,54,12,0,2003,3,Oklahoma,Butler,65,54
114,Arizona,88,1,Notre Dame,71,5,0,2003,3,Arizona,Notre Dame,88,71
115,Kentucky,63,1,Wisconsin,57,5,0,2003,3,Kentucky,Wisconsin,63,57
116,Michigan St.,60,7,Maryland,58,6,0,2003,3,Michigan St.,Maryland,60,58
117,Texas,82,1,Connecticut,78,5,0,2003,3,Texas,Connecticut,82,78
118,Syracuse,79,3,Auburn,78,10,0,2003,3,Syracuse,Auburn,79,78
119,Kansas,69,2,Duke,65,3,0,2003,3,Kansas,Duke,69,65
120,Marquette,77,3,Pittsburgh,74,2,0,2003,3,Marquette,Pittsburgh,77,74
121,Syracuse,63,3,Oklahoma,47,1,0,2003,4,Syracuse,Oklahoma,63,47
122,Kansas,78,2,Arizona,75,1,0,2003,4,Kansas,Arizona,78,75
123,Marquette,83,3,Kentucky,69,1,0,2003,4,Marquette,Kentucky,83,69
124,Texas,85,1,Michigan St.,76,7,0,2003,4,Texas,Michigan St.,85,76
125,Syracuse,95,3,Texas,84,1,0,2003,5,Syracuse,Texas,95,84
126,Kansas,94,2,Marquette,61,3,0,2003,5,Kansas,Marquette,94,61
127,Syracuse,81,3,Kansas,78,2,0,2003,6,Syracuse,Kansas,81,78
128,Florida A&M,72,16,Lehigh,57,16,0,2004,0,Florida A&M,Lehigh,72,57
129,Seton Hall,80,8,Arizona,76,9,0,2004,1,Seton Hall,Arizona,80,76
130,DePaul,76,7,Dayton,69,10,0,2004,1,DePaul,Dayton,76,69
131,Pacific,66,12,Providence,58,5,0,2004,1,Pacific,Providence,66,58
132,Mississippi St.,80,2,Monmouth,70,15,0,2004,1,Mississippi St.,Monmouth,80,70
133,Texas,80,3,Princeton,70,14,0,2004,1,Texas,Princeton,80,70
134,Xavier,80,7,Louisville,70,10,0,2004,1,Xavier,Louisville,80,70
135,Saint Joseph's,82,1,Liberty,63,16,0,2004,1,Saint Joseph's,Liberty,82,63
136,N.C. State,62,3,Louisiana Lafayette,52,14,0,2004,1,North Carolina St.,Louisiana Lafayette,62,52
137,Wake Forest,79,4,VCU,78,13,0,2004,1,Wake Forest,VCU,79,78
138,Boston College,58,6,Utah,51,11,0,2004,1,Boston College,Utah,58,51
139,Texas Tech,76,8,Charlotte,73,9,0,2004,1,Texas Tech,Charlotte,76,73
140,Oklahoma St.,75,2,Eastern Washington,56,15,0,2004,1,Oklahoma St.,Eastern Washington,75,56
141,UAB,102,9,Washington,100,8,0,2004,1,UAB,Washington,102,100
142,Kentucky,96,1,Florida A&M,76,16,0,2004,1,Kentucky,Florida A&M,96,76
143,Georgia Tech,65,3,Northern Iowa,60,14,0,2004,1,Georgia Tech,Northern Iowa,65,60
144,Maryland,86,4,UTEP,83,13,0,2004,1,Maryland,UTEP,86,83
145,Syracuse,80,5,BYU,75,12,0,2004,1,Syracuse,BYU,80,75
146,Illinois,72,5,Murray St.,53,12,0,2004,1,Illinois,Murray St.,72,53
147,Alabama,65,8,Southern Illinois,64,9,0,2004,1,Alabama,Southern Illinois,65,64
148,Pittsburgh,53,3,UCF,44,14,0,2004,1,Pittsburgh,UCF,53,44
149,Kansas,78,4,Illinois Chicago,53,13,0,2004,1,Kansas,Illinois-Chicago,78,53
150,Duke,96,1,Alabama St.,61,16,0,2004,1,Duke,Alabama St.,96,61
151,Gonzaga,76,2,Valparaiso,49,15,0,2004,1,Gonzaga,Valparaiso,76,49
